trigram,freq,G2,PMI
biotechnological hydrothermal liquefaction,2,20.707328468996508,18.504517276744853
direct thermochemical liquefaction,2,20.707328468996508,19.759642000947967
state coal liquefaction,2,20.707328468996508,13.569743388812613
free hydrothermal liquefaction,2,20.707328468996508,16.275698586248968
seam coal liquefaction,2,20.707328468996508,15.414768728836272
coking gasification liquefaction,2,20.707328468996508,21.38767322356101
return volatility connectedness,2,20.701287995042296,24.059916049871447
belt tectonic controlling,2,20.6936640226327,16.26514575653494
organochlorine pesticide walnut,2,20.690716632165103,24.892192731726844
sampler science exploitation,2,20.684231291725496,22.69522039631621
close shale exploitation,2,20.684231291725496,16.746629231632337
environment enrichment exploitation,2,20.684231291725496,15.376931657149054
lake prospect exploitation,2,20.684231291725496,15.856362658891827
investigation copper speciation,2,20.68109198475675,15.805410363147192
constraint iron speciation,2,20.68109198475675,17.344131149389625
pristine piezoelectric ceramic,2,20.677955139667617,22.929622835322075
rate penetration prediction,4,20.676130499518795,17.35633379425123
time prediction rate,2,20.6745383332516,11.393142801479467
advance application microcapsule,2,20.671601553710303,16.4004607941251
vacuum residue fraction,2,20.667505522081708,17.467476549610456
breast cancer diagnosis,2,20.667279480569803,17.933428051639044
fuel cell bioelectricity,2,20.666091778543567,19.812629975764004
mid twentieth century,2,20.665432301083314,23.15251785030265
resin research century,2,20.665432301083314,16.888616700651326
sixteenth seventeenth century,2,20.665432301083314,31.795472073782985
stucco decoration century,2,20.665432301083314,31.795472073782985
complex effect tetravanadate,1,20.659343636839427,16.961643110648627
sulfate water interpreting,1,20.659343636839427,18.34046760782008
theory perspective dilemma,1,20.659343636839427,21.230334285591333
system role overbalance,1,20.659343636839427,17.507097108375167
effect diabete gout,1,20.659343636839427,21.55421879547966
temperature decrease latitude,2,20.65264341312214,18.364407094786912
remediation nanotechnology medicine,2,20.650871702253387,18.358469432755253
traditional herbal medicine,2,20.650871702253387,20.66269925401525
herbal laxative medicine,2,20.650871702253387,25.862371598851617
natured herbal medicine,2,20.650871702253387,26.862371598851617
implementation gravity inverse,2,20.64050362956383,20.238247724328534
local global scale,3,20.6385382322556,14.468942520016569
advance prospect regeneration,2,20.634295661585618,17.66556324649867
electrospray bone regeneration,2,20.634295661585618,18.618291019102813
adsorption effect regeneration,2,20.634295661585618,12.808317757398187
sequestration alkalinity regeneration,2,20.634295661585618,21.155860037347445
mouse heart regeneration,2,20.634295661585618,20.90977570044359
device bone regeneration,2,20.634295661585618,20.156710933886938
fate tissue regeneration,2,20.634295661585618,19.1389466544111
precision bone regeneration,2,20.634295661585618,20.379103355223386
muscle adaptation regeneration,2,20.634295661585618,20.905274308208647
frequency plantlet regeneration,2,20.634295661585618,24.32481319972243
breast effect ultrasound,2,20.632228477733243,15.457357256227068
soybean oil derivative,2,20.618585211914116,12.94394375883077
approach differentiation hemp,2,20.614615070624446,17.721464970771827
hydrogen peroxide decomposition,2,20.600024691422824,17.61367874216017
artificial neural network,32,20.596722225972456,19.39184744595659
hydrocarbon mixture strategy,2,20.59329809400658,10.749037170202248
divergent organic amendment,2,20.59008495449812,16.606263308385536
impact biochar amendment,2,20.59008495449812,14.1556095328223
well inorganic amendment,2,20.59008495449812,16.90213854343659
evaluation biowashing pilot,2,20.58701864564726,22.021446912196463
biomarker week pilot,2,20.58701864564726,20.542483327624662
biodiversity optimization pilot,2,20.58701864564726,17.738349731795232
age child pilot,2,20.58701864564726,19.02396970839608
assessment source attribution,2,20.581203536642782,15.027381866031527
quality attribute coriander,2,20.581203536642782,19.737260444760004
oil absorption capacity,4,20.579478362090768,12.982147589117154
seam gas extraction,2,20.570035091602097,11.040749340407723
dip rake angle,2,20.5666364352031,27.367530741273505
roughness contact angle,2,20.5666364352031,21.361104472114068
response phase angle,2,20.5666364352031,13.743420705510513
tension contact angle,2,20.5666364352031,21.039176377226706
primary open angle,2,20.5666364352031,18.82137122538591
propylmethyldimethoxyl silane ammonia,2,20.554456775992932,28.403154651004222
quality permeability porosity,3,20.552550751383517,14.838292361548143
silver nanowire electrode,2,20.546357557664894,21.859128592387492
carbon paste electrode,2,20.546357557664894,17.448224437099945
gold disc electrode,2,20.546357557664894,22.17177344644052
porous monolithic electrode,2,20.546357557664894,20.788094340461715
niobium oxide electrode,2,20.546357557664894,20.84396878521649
graphite sheet electrode,2,20.546357557664894,21.58261095719008
pencil graphite electrode,1,20.546357557664894,25.16757345791123
composition carbon nitrogen,2,20.542465071845495,10.071871285134193
depth km mapping,1,20.53693519800765,15.78731814143473
bituman type traffic,2,20.535915701912597,17.264754844528657
effect boundary sealing,2,20.535915701912597,15.872394755505914
trend implication agroforestry,2,20.535915701912597,16.844699770485715
geochronology magnetite pyrite,2,20.533231204276078,19.819722604951977
element systematic pyrite,2,20.533231204276078,16.455657293375218
matter nature pyrite,2,20.533231204276078,15.050630231294988
framboid like pyrite,2,20.533231204276078,25.029357316196258
drainage formation pyrite,2,20.533231204276078,15.271165095841697
rice blast disease,2,20.527033153933512,17.256425371610092
trend gap controversy,1,20.5248020798958,22.01821675859106
calcilization silicification pyritization,1,20.5248020798958,33.725082745891584
pathway emission agroecosystem,1,20.5248020798958,19.20664034108277
infrastructure cost profit,1,20.5248020798958,23.616558289113414
method region labor,1,20.5248020798958,15.026537456030526
model rs topsis,1,20.5248020798958,22.380152825642607
verification factor item,1,20.5248020798958,21.466516712001653
research background rationale,1,20.5248020798958,19.924240610382046
rationale verification item,1,20.5248020798958,28.332765323112824
total solar irradiance,1,20.5248020798958,20.021688950497865
damage bsup housing,1,20.5248020798958,27.060762453557142
failure bsup housing,1,20.5248020798958,27.403154651004225
transmission band mhz,1,20.5248020798958,24.394165867776973
mhz band mhz,1,20.5248020798958,27.42391321117102
deposition base escarpment,1,20.5248020798958,20.574066206999337
sedimentation foot escarpment,1,20.5248020798958,26.24703544908694
massive homogeneous diamictite,1,20.5248020798958,26.073006049311896
salinity density symbiont,1,20.5248020798958,20.147653917855838
possible distinctive specialization,1,20.5248020798958,24.89490711642388
discharge air thermometry,1,20.5248020798958,20.0808240745852
climate mitigation agroecosystem,1,20.5248020798958,19.441477583129476
target hazard quotient,1,20.5248020798958,21.9631753950331
chemical reduction hexavalent,1,20.5248020798958,17.758184666982768
new broad avenue,1,20.5248020798958,21.20428870219212
navigation camera stereo,1,20.5248020798958,30.095032355641894
addition tdfs phenylalanine,1,20.5248020798958,27.35501812995995
texture development hinge,1,20.5248020798958,19.59120661764614
compound arthrospira protect,1,20.5248020798958,25.42652915937803
organ end controversy,1,20.5248020798958,24.69362768224063
non destructive test,2,20.52332883284694,17.123074702531635
low permian volcanic,2,20.511777822139624,12.755182352757267
sensitivity coating microextraction,2,20.5021026418552,17.17906681746775
liquid synergistic microextraction,2,20.5021026418552,13.59728485077319
coating line microextraction,2,20.5021026418552,17.81243395015196
deficient egyptian sandy,2,20.5021026418552,24.04058457161952
sandstone formation polymer,1,20.498515833753988,10.081495809761993
model brain tumor,2,20.497104515694534,15.512101971897449
production prodigiosin corn,2,20.497104515694534,21.804038804532546
treatment xenograft tumor,2,20.497104515694534,22.813530253509843
microstructured biphasic hydrogel,2,20.497104515694534,27.319738642816585
tunable conductive hydrogel,2,20.497104515694534,24.847250871353843
ipn nanocomposite hydrogel,2,20.497104515694534,23.321994616756953
nanomaterial photoimmunotherapy tumor,2,20.497104515694534,25.37488019700905
regeneration bone tumor,2,20.497104515694534,20.395223020586663
carcinoma correlation tumor,2,20.497104515694534,19.889913486264614
refractory solid tumor,2,20.497104515694534,19.224671341209532
incorporation cellulose hydrogel,2,20.497104515694534,19.872138784536634
soluble supramolecular hydrogel,2,20.497104515694534,21.172533717874355
gyrotactic motile microorganism,2,20.460311216362648,31.691135413968247
development functionality microorganism,2,20.460311216362648,17.78643023969031
change core microorganism,1,20.460311216362648,15.072158517647862
west african forest,2,20.456130431956815,15.74516836779678
metal antibiotic fate,2,20.454376496755565,17.719491611366696
feedstock petroleum feedstock,2,20.454376496755565,16.887881903151793
palm industry feedstock,2,20.454376496755565,16.89058347886519
acid biomass feedstock,2,20.454376496755565,14.530495800767572
range cell fate,2,20.454376496755565,16.131706213536095
different vegetative feedstock,2,20.454376496755565,20.82482689151632
implication contaminant fate,2,20.454376496755565,16.766089935789353
biocontrol review fate,2,20.454376496755565,16.35554381896223
dynamic wound healing,2,20.45240021238751,17.465596919148762
application wound healing,2,20.45240021238751,16.405490000754952
regeneration wound healing,2,20.45240021238751,21.069999300693606
enhancement self healing,2,20.45240021238751,17.615631000358473
oil wound healing,2,20.45240021238751,14.195482525826735
potential lateral extension,2,20.45240021238751,16.67301056116424
damage closure healing,2,20.45240021238751,20.024588841003663
crosstalk interaction biocontrol,2,20.45240021238751,21.36345222697049
fermentation optimization biocontrol,2,20.45240021238751,17.737660107001563
selection bacillus biocontrol,2,20.45240021238751,19.29575073411997
tomato growth biocontrol,2,20.45240021238751,17.868990749816582
technique wound healing,2,20.45240021238751,18.072097766577606
investigation self healing,1,20.45240021238751,15.009087969051805
conjugate symmetric extension,1,20.45240021238751,24.7592984612295
antimicrobial wound healing,1,20.45240021238751,20.430174864937932
carbon isotope excursion,3,20.445975706816363,17.392060540801946
presence analcime ankerite,1,20.441444617147653,25.8383700322207
semiarid soil safeguard,1,20.441444617147653,22.808776723539207
packstone lime grainstone,1,20.441444617147653,27.943723032366925
oxygenating hypoxic hypolimnion,1,20.441444617147653,33.336040455145685
effect oxygenation hypolimnion,1,20.441444617147653,21.122107782841873
general high litterfall,1,20.441444617147653,18.133154875042596
input throughfall litterfall,1,20.441444617147653,27.852957568443745
year input litterfall,1,20.441444617147653,21.071597854919084
dynamic velocity metre,1,20.441444617147653,18.913055896119985
aquifer depth traverse,1,20.441444617147653,20.821012669345446
concentration exposure mhdv,1,20.441444617147653,18.76381394235199
bias density banding,1,20.441444617147653,22.603333401632028
depth chloroform bitumoid,1,20.441444617147653,28.59579972894662
kg surface pmol,1,20.441444617147653,20.57743866972722
schist scapolite diopside,1,20.441444617147653,32.5475445603394
non constitutive mixoplankton,1,20.441444617147653,21.679615591867908
foot escarpment crinoid,1,20.441444617147653,31.21050957306183
cassiterite stannite amblygonite,1,20.441444617147653,32.47354397889562
composition forsterite diopside,1,20.441444617147653,23.79265705817593
magnetic tectonic foliation,1,20.441444617147653,19.075922819697464
layer packstone grainstone,1,20.441444617147653,24.810697613736146
epicenter earthquake epicenter,1,20.441444617147653,26.718656476732153
microfossil echinoderm crinoid,1,20.441444617147653,28.451176165867167
order million ton,1,20.441444617147653,27.420432642436058
steel slag pyro,2,20.424422828289718,23.763150786725106
bone marrow mesenchymal,2,20.424422828289718,26.489866284197557
oil adulteration yogurt,1,20.424422828289718,18.357187020464078
processing technique reduction,2,20.40914294153295,13.359039171041989
structure responsiveness craton,2,20.408190010741325,19.598677867077278
site groundwater salinization,2,20.40565329964164,16.80233092265768
ion structure annotation,2,20.404902251884117,15.785609293825278
soil auto mechanic,2,20.395488664031774,19.835318510991698
dormancy release perception,2,20.395488664031774,24.4139291225984
structure method noise,2,20.387724622479844,12.151319080740553
signal dependent noise,2,20.387724622479844,19.044283711318602
cryogenic low noise,2,20.387724622479844,18.16284032167051
anomalous excess noise,2,20.387724622479844,23.345704378820322
ambient seismic noise,2,20.387724622479844,17.54284359608474
pattern biomarker insulin,2,20.386000673010006,16.886359797982266
impact land occupation,2,20.385881349206016,17.55444718887011
dry wet hydrotreatment,1,20.37828948187088,23.094165611824362
hydrate nickel cobalt,2,20.37607695598253,16.122644842081996
sulfate nickel cobalt,2,20.37607695598253,19.1389466544111
unique heterocyclic phenolic,1,20.364463107770952,22.71940807614529
concentration soil auto,2,20.354598554953395,15.375886892354401
blend waste cooking,2,20.347105317420397,16.524718448664604
acid waste cooking,2,20.347105317420397,12.830257583012935
ultrafine particle cooking,2,20.347105317420397,23.19227461417023
method waste cooking,2,20.347105317420397,11.816543081743907
pyrite nodule top,2,20.34518131512374,22.648267148840755
synthesis zinc oxide,2,20.344979093643804,15.850564455176556
perspective review synthesis,1,20.343488428004015,10.03189535273681
waste rock dump,2,20.341681364126693,14.835252884724673
plate boundary fault,1,20.338716529045737,15.304110995931387
matter soil aggregate,2,20.316015496484425,10.864758667381539
smear generation diamond,2,20.295479360799103,21.37400548758371
field transport diamond,2,20.295479360799103,14.880404890153098
carbon input transformation,1,20.29005275719363,11.541606588451474
oil crude spiking,1,20.284481217038405,15.378866566777772
auto mechanic workshop,2,20.27766421054333,26.558979455401683
biomass evolution carbonization,2,20.27766421054333,15.968005312637294
co digestion cow,2,20.2598426996832,18.825607806277265
disease patient mutation,2,20.2598426996832,18.762393267652364
chromatography condition statistic,2,20.2598426996832,14.261083216944911
pani tio photocatalysis,2,20.2598426996832,24.437370366342137
titanium aluminum boron,2,20.25954531202164,21.68980905371942
pristine hexagonal boron,2,20.25954531202164,24.83764451294924
transgender people implementation,2,20.246387405475108,28.300416545414965
property rock slope,2,20.24450799742326,9.83717368748668
cat face recognition,2,20.23888798903129,26.41284804720807
image defect recognition,2,20.23888798903129,19.330202222255505
hold time marker,2,20.23888798903129,21.648728401538136
cue mate recognition,2,20.23888798903129,29.641666737703947
motor prodromal marker,2,20.23888798903129,27.597272618345496
crack network recognition,2,20.23888798903129,17.955603987808534
thermosensitive tactile recognition,2,20.23888798903129,29.056704236982792
study scoop recognition,2,20.23888798903129,20.338742273085995
assembly polymer recognition,2,20.23888798903129,18.008047083256898
selenium status marker,1,20.23888798903129,19.851318240952033
fast fouri transform,6,20.23701928541489,17.809541216009123
basalt cellulose blend,2,20.23327263938783,18.99715849380811
cotton cotton blend,2,20.23327263938783,18.74253632779052
shell plastic blend,2,20.23327263938783,17.432150052930794
biodiesel ethanol blend,2,20.23327263938783,20.299211221112664
bio grease blend,2,20.23327263938783,20.072181768734367
float coal blend,2,20.23327263938783,21.522281123110023
trench fore arc,2,20.215244122753496,24.900452266494476
formation permeability anisotropy,2,20.21275020593836,13.765620090111495
continuum source graphite,2,20.21275020593836,17.50527273921671
anthracite natural graphite,2,20.21275020593836,18.57885882232897
origin flake graphite,2,20.21275020593836,22.02136452544273
alteration implication graphite,2,20.21275020593836,15.641254965658057
gas photocatalysis graphite,2,20.21275020593836,16.31384014129409
reservoir heat exchanger,1,20.210390198577468,16.728932952415338
alpine zone dryland,1,20.210390198577468,20.651164351564866
extensive social chaos,1,20.210390198577468,24.268386094975526
sill dyke wealth,1,20.210390198577468,28.740189638281795
shale presence microfracture,1,20.210390198577468,16.756753448906046
roof rain garden,1,20.210390198577468,26.059746828706412
easy seismic refraction,1,20.210390198577468,23.00227521472204
ecosystem food metazoan,1,20.210390198577468,18.67013932931826
bone bison horse,1,20.210390198577468,27.904903783476396
echinoderm crinoid bryozoan,1,20.210390198577468,30.28767743358429
narrow byssal notch,1,20.210390198577468,31.35584893622587
multi anvil press,1,20.210390198577468,25.57026463683948
calcification exposure perchlorate,1,20.210390198577468,23.788444806889014
bar situ probing,1,20.210390198577468,22.420161076309913
change impact stream,2,20.20340934752272,11.912552829233727
remediation proof concept,2,20.20160037273459,20.87989142049769
therapeutic principle concept,2,20.20160037273459,19.562077086712126
spectrometry proof concept,2,20.20160037273459,18.394112530436967
fast incremental concept,2,20.20160037273459,23.42914985953717
label proof concept,2,20.20160037273459,24.4485151844041
sample proof concept,2,20.20160037273459,19.99619045226106
study adsorption deformation,1,20.199390924110766,9.342633814672425
characteristic methane adsorption,4,20.19789991778375,11.751884100736149
carbon metabolism saccharification,2,20.19462663116763,17.72220914249428
practical artificial intelligence,2,20.194184379748233,19.034710550690466
tolerant bacterial consortium,2,20.194184379748233,19.669025709007553
different bacterial consortium,2,20.194184379748233,14.391867484240212
modern artificial intelligence,2,20.194184379748233,17.89111969706162
mixed bacterial consortium,2,20.194184379748233,16.69429246761798
complex microbial consortium,2,20.194184379748233,13.884431251883592
isolated bacterial consortium,2,20.194184379748233,20.315388754392853
statistical artificial intelligence,2,20.194184379748233,17.679615591867904
different microbial consortium,2,20.194184379748233,13.007203634004886
area edge intelligence,2,20.194184379748233,16.589281863009855
cyanobacteria bacteria consortium,2,20.194184379748233,19.244220433479885
permeability reduction mining,2,20.193479536834285,14.80250494500452
spatial seasonal accessibility,2,20.193361560403773,19.648833794617545
metalloid plant animal,2,20.190481532853426,19.507701987586024
beta decay span,2,20.190481532853426,22.540443503964255
calculation decay span,2,20.190481532853426,20.148126081185495
dissociation dynamic span,2,20.190481532853426,16.601406843182883
shallow large span,2,20.190481532853426,16.16858310617701
vaccine carrier animal,2,20.190481532853426,23.838950710449865
effect span span,2,20.190481532853426,15.4223210156243
post harvest tuber,2,20.184877878183002,24.005938428812623
situ satellite observation,3,20.174962517653764,17.784572502518788
significance nitrogen fixation,2,20.169791669390058,18.08179827288689
ground oil paint,2,20.161318203498944,14.889211026152344
risk factor eugenol,2,20.161318203498944,18.19858350675502
rock coal bolt,2,20.161318203498944,12.955531425646894
process control densification,2,20.16013024448317,16.2037452118708
process carbon monoxide,2,20.153612495684776,13.635425376352211
specie divergence genomic,2,20.147227918106253,19.812748049496676
reducer effect microstructure,2,20.147227918106253,17.744412394427957
wastewater insight genomic,2,20.147227918106253,14.451425993090982
drug monitoring tuberculosis,2,20.146318216218052,20.03552149160606
tension oil swelling,2,20.13727568007662,15.729818953477922
zone rock pillar,2,20.1286635204193,13.504322963235593
road construction eco,1,20.12360134301741,15.926913538998814
effect proton affinity,2,20.11168832871393,15.830192257020952
growth chemical affinity,2,20.11168832871393,13.959697663992761
diabetes risk dose,2,20.11168832871393,18.128194178863623
beam output dose,2,20.11168832871393,22.28594446635983
approach generation affinity,2,20.11168832871393,13.23995952461278
antibody course affinity,2,20.11168832871393,21.589373459787186
display library affinity,2,20.11168832871393,23.548731475289838
oral single dose,2,20.11168832871393,17.930374978594894
open single dose,2,20.11168832871393,17.40393855448019
compatibility bituman filler,2,20.104437023636066,20.217960633049717
bituman component filler,2,20.104437023636066,16.874970922634525
dust cement filler,2,20.104437023636066,19.093678297163116
iron powder filler,2,20.104437023636066,17.791631383350452
demulsification process filler,2,20.104437023636066,18.340318264746244
various active filler,2,20.104437023636066,16.268621373372053
plasma breast milk,2,20.104437023636066,17.733782352076734
transfer breast milk,2,20.104437023636066,19.08391532822322
cigar wrapper filler,2,20.104437023636066,31.56281131699271
estrogen dairy milk,2,20.104437023636066,25.392886315550395
quality system biology,2,20.104437023636066,12.712444373513375
diversity sheep milk,2,20.104437023636066,22.231894438878093
modular synthetic biology,2,20.104437023636066,20.85955658324456
attribute oat milk,2,20.104437023636066,23.10748409668815
ginger juice milk,2,20.104437023636066,23.222961314108083
incidence analysis biology,2,20.104437023636066,16.495713131244322
renewable functional filler,2,20.104437023636066,18.108672703097312
unusual nesting biology,2,20.104437023636066,27.070958220663037
genomic molecular biology,1,20.104437023636066,16.98885354330741
hesitant fuzzy set,2,20.084563450348583,26.448515184404098
segmentation feature set,2,20.084563450348583,18.97227527808025
composition birch tar,2,20.071069678187055,19.16330043809632
viscosity coal tar,2,20.071069678187055,14.932237427055236
oligomer biomass tar,2,20.071069678187055,20.41039330006109
inertinite pyrolysis tar,2,20.071069678187055,19.58566843410471
enhancement biodegradation tar,1,20.071069678187055,17.386560237025463
nitrate nitrite orthophosphate,1,20.069967243342475,26.20600818082689
low shallow snowpack,1,20.069967243342475,17.46013755202085
semivariogram point histogram,1,20.069967243342475,28.76425334317226
study tuffite claystone,1,20.069967243342475,23.229513203331237
intensity duration p-,1,20.069967243342475,23.450122273750985
phase heterogeneity calzirtite,1,20.069967243342475,18.695234771587515
phoscorite carbonatite calzirtite,1,20.069967243342475,30.725082745891584
generation perovskite calzirtite,1,20.069967243342475,21.254423871831033
elevation frequency histogram,1,20.069967243342475,22.429149859537166
system development depillaring,1,20.069967243342475,17.572542773381105
characteristic presence macroflora,1,20.069967243342475,17.851309087928197
fern stage gymnosperm,1,20.069967243342475,24.480549012043813
impression siltstone claystone,1,20.069967243342475,31.14012024517043
simulation methodology standalone,1,20.069967243342475,19.011519786871798
range relationship bvw,1,20.069967243342475,20.032949883683376
constraining timing unconformitie,1,20.069967243342475,30.44497482669885
process hydropyrolysis ha,1,20.069967243342475,20.20685112273862
destruction alkaline ha,1,20.069967243342475,23.921412870641838
coracoid fossil loon,1,20.069967243342475,28.429149859537166
respect size loon,1,20.069967243342475,22.38300807789245
serum plasma concentration,2,20.05226202606705,14.109935003138311
hydrocarbon metabolite concentration,2,20.05226202606705,11.090954240797192
implication change texture,2,20.048680724252485,13.41888243245363
seed shell reatment,1,20.03776150775276,21.94216251837931
principle example octonion,1,20.03776150775276,22.459356087536356
grade biofuel bioprocess,1,20.03776150775276,23.13315974344022
carbazole petroleum invariance,1,20.03776150775276,23.0281152196573
moisture condition zospirillum,1,20.03776150775276,20.99025218044701
design challenge aintibody,1,20.03776150775276,21.003332521505083
administration pig carboxamide,1,20.03776150775276,26.81819215028307
work environment sensitization,1,20.03776150775276,21.26323792060148
climate change farmer,2,20.031229557559218,15.851796996442278
morphological thermal crystalline,2,20.02641638913949,15.79833291610444
coal petrology sequence,1,20.02571754896027,13.1216770891463
resistant brown spot,2,20.023752977908917,19.64451501397965
bean chocolate spot,2,20.023752977908917,25.273871634059258
mildew leaf spot,2,20.023752977908917,22.28594446635983
prevention leaf spot,2,20.023752977908917,19.43508790566564
resistance leaf spot,2,20.023752977908917,17.943552268912754
approach leaf spot,2,20.023752977908917,15.526294018170404
agent leaf spot,2,20.023752977908917,18.005836547167096
date palm frond,2,20.023108522329405,22.559996301385656
gas concentration relationship,1,20.020690587806858,8.890791025261574
fast thermal upgrading,2,20.02020451868245,15.24725221642878
situ catalytic upgrading,2,20.02020451868245,16.50207227409653
combustion technology upgrading,2,20.02020451868245,15.719295311268334
direct lignin upgrading,2,20.02020451868245,18.069935395351926
matter mineral salt,2,20.010196755893446,10.590053181759714
factor policy gap,2,20.00957799023087,17.369559582552515
membrane air gap,2,20.00957799023087,16.38643340111691
error chirp approximation,2,19.98313452637634,25.443649429232284
relativistic impulse approximation,2,19.98313452637634,26.028611929953442
low absolute abundance,2,19.979621902603053,17.15488819828012
measurement isotope abundance,2,19.979621902603053,15.706427697463827
liver gene abundance,2,19.979621902603053,18.856911286647247
wastewater gene abundance,2,19.979621902603053,16.4588269206496
habitat larval abundance,2,19.979621902603053,23.840948576322475
analysis rank abundance,1,19.979621902603053,14.221938784648517
hysteresis pyrolysis vacuum,2,19.977866747074078,20.934676063048357
generation helium atom,2,19.977866747074078,17.237109286528867
distribution hydrogen atom,2,19.977866747074078,14.097672507530774
spectra argon atom,2,19.977866747074078,21.37949929211531
photoionization dynamic atom,2,19.977866747074078,18.816437705951365
proton hydrogen atom,2,19.977866747074078,18.22695552447574
collision nitrogen atom,2,19.977866747074078,17.883708528393726
multi electron atom,2,19.977866747074078,15.090087527499742
sodium potassium atom,2,19.977866747074078,20.075869345947353
sedimentation carbon burial,2,19.977866747074078,14.640090522020774
difference carbonate burial,2,19.977866747074078,16.37667083242427
norwegian continental shelf,2,19.97158024475832,18.870344200640787
analysis plasma proteome,2,19.967166063405568,14.1839061655415
phase transformation reaction,1,19.95759375483417,11.646337098198208
beta cell homeostasis,2,19.955560845477244,21.329905668973584
antioxidant status bioenergetic,2,19.955560845477244,21.29677866080463
oil combustion exhaust,2,19.955560845477244,14.299933689791764
effect development homeostasis,2,19.955560845477244,13.590267668676525
production mode action,2,19.951631409929433,15.18800629698214
uptake drug action,2,19.951631409929433,18.976627802552493
mechanism mode action,2,19.951631409929433,15.795613794447908
fluid removal action,2,19.951631409929433,14.557860631725465
metabolism mechanism action,2,19.951631409929433,15.94431552480271
potentiality mechanism action,2,19.951631409929433,18.351132517276582
sludge formation treatment,2,19.947495825333096,11.026372833970363
system ultratrace amount,2,19.943794245794784,20.002021169916773
time place biomineralization,1,19.938760902752872,20.839059613642284
growth resource curse,1,19.938760902752872,18.155294934973224
sting pathway evoking,1,19.938760902752872,26.738021801599086
behaviour differentiation copal,1,19.938760902752872,22.342510180731747
pig carboxamide moiety,1,19.938760902752872,28.725082745891587
drug transfer breast,2,19.9377092722345,17.118867927057643
niche formation breast,2,19.9377092722345,17.79277186052598
hydrocarbon pregnancy breast,2,19.9377092722345,17.43173084762757
validation site breast,2,19.9377092722345,16.742984153702515
packaging chicken breast,2,19.9377092722345,20.669800310390396
sonication chicken breast,2,19.9377092722345,25.91772782383398
response patient breast,2,19.9377092722345,16.301791719516693
sample growth breast,2,19.9377092722345,14.406283999146424
activity imidazolium chloride,2,19.918645111066123,19.67084183634133
separation fluoride chloride,2,19.918645111066123,18.27411547748783
property methylpiperidinium chloride,2,19.918645111066123,22.409245810527874
methanol methyl chloride,2,19.918645111066123,21.12375134478808
drilling potassium chloride,2,19.918645111066123,19.091040181917084
characterization potassium chloride,2,19.918645111066123,16.35556927674511
experimental molecular dynamic,5,19.91667443417706,11.614528757538839
genesis supergene ree,2,19.908284647526568,21.928579546106384
ree mineralization ree,1,19.908284647526568,19.005938428812623
mass balance paper,1,19.903847672034665,12.977689576443765
gas balance need,2,19.899671379933704,14.803466956993617
methanogenesis review need,2,19.899671379933704,18.434153653658594
genome insight need,2,19.899671379933704,16.78237639337842
device point need,2,19.899671379933704,19.406151635731415
application review progress,1,19.89274251236661,9.515614761147356
polyethylene equilibration limitation,2,19.890218158071427,24.032259706968585
phosphoru co limitation,2,19.890218158071427,18.102947492526926
carbon advantage limitation,2,19.890218158071427,16.90616538217462
cooling implication resilience,2,19.88764387927868,18.351052436510507
area governance focus,2,19.88764387927868,17.67733803967505
senescence drug resilience,2,19.88764387927868,21.816404202302472
machinery aerosol focus,2,19.88764387927868,22.71985922381381
gravity complex focus,1,19.88764387927868,16.958829924757133
relationship hydrocarbon microseepage,2,19.886377772660115,15.92957693405188
ingredient food supplement,2,19.8785946912565,20.65409931805399
alcohol food supplement,2,19.8785946912565,18.968734920375
petrographic geochemical chrono,2,19.8785946912565,20.403959951075866
dose response infusion,1,19.874874058306418,19.854332742545473
direct high precision,2,19.873942302837214,13.841551317012032
farm experimentation precision,2,19.873942302837214,25.018216758591063
rock water clay,2,19.87064177800526,7.874804035471267
emulsion droplet detoxification,2,19.87052354567662,20.0475911778123
double blind crossover,2,19.865095230833205,23.200587670960513
low gangetic west,2,19.865058236883986,17.281195677221106
differential cross section,2,19.863258507723383,19.117108515576547
distribution aperture length,2,19.85858392196194,18.750757789526546
slip fracture length,2,19.85858392196194,17.682691268514137
germination tube length,2,19.85858392196194,22.308134458575804
characterization tail length,1,19.85858392196194,18.36818132992515
evidence geochemistry metabasalt,2,19.842286793590485,17.468061969539836
lipid emulsion preterm,2,19.842286793590485,19.877186477266353
quality attribute oat,2,19.842286793590485,19.737260444760004
increase runoff potok,1,19.841316440928548,24.68564141950419
engineering education inadequacy,1,19.841316440928548,26.74236073732342
dense urban pocket,1,19.841316440928548,23.380786837975766
cost effectiveness ease,1,19.841316440928548,24.25398820972871
beginning eruption culmination,1,19.841316440928548,27.818192150283068
rover minirad radiometer,1,19.841316440928548,31.284510154505604
oxygen specie scavenging,2,19.839972929406816,20.08001944821694
seal asphalt basalt,2,19.831424894788565,19.725351129306162
ree fluorocarbonate mineral,1,19.829599120439347,20.669412957712304
intensification oil palm,4,19.82882403846216,14.939334505578179
carbon date palm,4,19.82882403846216,15.522906982650433
disease oil palm,4,19.82882403846216,10.410081437443312
root oil palm,4,19.82882403846216,11.94755501238315
rot oil palm,2,19.82882403846216,13.398766124215479
energy balance climate,1,19.820537813100117,12.783565588679197
characterization fluorine magnesium,2,19.806129700506315,17.048096935021476
property lead magnesium,2,19.806129700506315,16.70740398057964
absorption calcium magnesium,2,19.806129700506315,18.80563411804662
anticorrosion strategy magnesium,2,19.806129700506315,22.8131914692247
