term,df,freq,burstiness,tf_rel,tfidf_mean
ginsenoside,3,6,0.0,8.1345674375977e-06,3.595007806480361e-05
boring,3,6,0.0,8.1345674375977e-06,3.593765150513476e-05
ene,7,10,0.17142857142857143,1.3557612395996166e-05,3.593382072339805e-05
hydroalcoholic,3,6,0.0,8.1345674375977e-06,3.5933342587342056e-05
cytosine,2,4,0.0,5.4230449583984666e-06,3.593089562584564e-05
stamp,3,6,0.0,8.1345674375977e-06,3.5924415305510566e-05
heterologous,3,6,0.0,8.1345674375977e-06,3.592215440711421e-05
geodynamics,3,5,0.13333333333333333,6.778806197998083e-06,3.5888365037715556e-05
outlier,5,7,0.17142857142857143,9.490328677197316e-06,3.587988193906731e-05
authentic,3,6,0.0,8.1345674375977e-06,3.5878648378385796e-05
prompt,3,6,0.0,8.1345674375977e-06,3.5876340505891665e-05
cerebrovascular,2,4,0.0,5.4230449583984666e-06,3.5870249272518636e-05
inflation,3,6,0.0,8.1345674375977e-06,3.5868551415429264e-05
gaas,3,6,0.0,8.1345674375977e-06,3.586790991084456e-05
landfills,2,4,0.0,5.4230449583984666e-06,3.5867888918652676e-05
cubic,6,10,0.3333333333333334,1.3557612395996166e-05,3.586439613713333e-05
palmitate,3,6,0.0,8.1345674375977e-06,3.5859847986484095e-05
nam,3,6,0.0,8.1345674375977e-06,3.585708783140743e-05
myelin,2,4,0.0,5.4230449583984666e-06,3.58550667410801e-05
joaquin,3,6,0.0,8.1345674375977e-06,3.584795689838114e-05
managing,3,4,0.16666666666666666,5.4230449583984666e-06,3.5821133232666695e-05
palaeoproterozoic,3,6,0.0,8.1345674375977e-06,3.581311391685361e-05
glufosinate,3,6,0.0,8.1345674375977e-06,3.580951930085348e-05
narmada,3,6,0.0,8.1345674375977e-06,3.579097285885079e-05
moieties,2,4,0.0,5.4230449583984666e-06,3.5789950443601865e-05
xiaganchaigou,3,6,0.0,8.1345674375977e-06,3.578643739658111e-05
jhuran,3,6,0.0,8.1345674375977e-06,3.577204221550186e-05
reconstructions,4,8,0.0,1.0846089916796933e-05,3.5764892384220655e-05
subset,7,9,0.15873015873015872,1.220185115639655e-05,3.576044322877386e-05
pluvial,3,6,0.0,8.1345674375977e-06,3.575922030470621e-05
realization,6,12,0.5,1.62691348751954e-05,3.575819642840226e-05
amended,3,6,0.0,8.1345674375977e-06,3.574339708380764e-05
rub,3,6,0.0,8.1345674375977e-06,3.5743293450486146e-05
khali,3,6,0.0,8.1345674375977e-06,3.5743293450486146e-05
ranikot,3,6,0.0,8.1345674375977e-06,3.574287621409649e-05
subarachnoid,4,8,0.0,1.0846089916796933e-05,3.5737255648682765e-05
fm,6,13,0.5256410256410257,1.7624896114795015e-05,3.573639846133186e-05
nanofibrillar,2,4,0.0,5.4230449583984666e-06,3.573024355946089e-05
coalfields,3,6,0.0,8.1345674375977e-06,3.5723750869173516e-05
bikaner,3,6,0.0,8.1345674375977e-06,3.571665247016674e-05
barium,6,12,0.3333333333333333,1.62691348751954e-05,3.5715803809449786e-05
dereplication,3,6,0.0,8.1345674375977e-06,3.570951269763465e-05
amylase,3,6,0.0,8.1345674375977e-06,3.5697986559389826e-05
mvt,3,6,0.0,8.1345674375977e-06,3.569712503797243e-05
sds,3,6,0.0,8.1345674375977e-06,3.568973060201215e-05
stretchable,2,4,0.0,5.4230449583984666e-06,3.567788215326531e-05
benign,3,6,0.0,8.1345674375977e-06,3.567772242585485e-05
metrology,2,4,0.0,5.4230449583984666e-06,3.565734730710743e-05
occurring,2,4,0.0,5.4230449583984666e-06,3.564942018092142e-05
hoc,3,6,0.0,8.1345674375977e-06,3.564081312916523e-05
mats,3,6,0.0,8.1345674375977e-06,3.5639784767203955e-05
august,7,10,0.17142857142857143,1.3557612395996166e-05,3.563906400023412e-05
specialist,5,7,0.17142857142857143,9.490328677197316e-06,3.56361827954547e-05
attraction,3,6,0.0,8.1345674375977e-06,3.560904359739334e-05
pila,4,8,0.0,1.0846089916796933e-05,3.5608448689811e-05
supplements,3,6,0.0,8.1345674375977e-06,3.5590696660792486e-05
find,9,15,0.6666666666666666,2.0336418593994248e-05,3.558941835070209e-05
mediating,3,5,0.13333333333333333,6.778806197998083e-06,3.558117734082337e-05
pretreated,3,6,0.0,8.1345674375977e-06,3.557433564485478e-05
pripyat,3,6,0.0,8.1345674375977e-06,3.557421662652601e-05
mbr,3,5,0.13333333333333333,6.778806197998083e-06,3.556182038164622e-05
supernova,2,4,0.0,5.4230449583984666e-06,3.555137673946632e-05
mozambique,4,6,0.16666666666666666,8.1345674375977e-06,3.554969276581564e-05
airfield,3,6,0.0,8.1345674375977e-06,3.553681598704436e-05
welfare,3,6,0.0,8.1345674375977e-06,3.553374806789916e-05
swell,6,10,0.3333333333333334,1.3557612395996166e-05,3.5528869616294775e-05
aided,3,6,0.0,8.1345674375977e-06,3.5528080757700714e-05
ophiolitic,5,9,0.3111111111111111,1.220185115639655e-05,3.5523194417157414e-05
retrograde,6,9,0.16666666666666666,1.220185115639655e-05,3.551875017844396e-05
gd,5,11,0.4363636363636363,1.4913373635595783e-05,3.5516149183101606e-05
mapk,3,6,0.0,8.1345674375977e-06,3.551485279786238e-05
refinement,7,9,0.15873015873015872,1.220185115639655e-05,3.550831172358348e-05
conjugates,4,5,0.15,6.778806197998083e-06,3.550379705662732e-05
pendulum,3,5,0.13333333333333333,6.778806197998083e-06,3.5501175830186536e-05
hypersurface,2,4,0.0,5.4230449583984666e-06,3.5487523782020964e-05
lanthanide,3,5,0.13333333333333333,6.778806197998083e-06,3.548567632072053e-05
cia,13,14,0.06593406593406594,1.8980657354394633e-05,3.547865046112335e-05
photodiode,3,6,0.0,8.1345674375977e-06,3.546318722304979e-05
torrefaction,3,6,0.0,8.1345674375977e-06,3.5444727028477746e-05
quinolone,3,6,0.0,8.1345674375977e-06,3.542592534375362e-05
sims,3,6,0.0,8.1345674375977e-06,3.541726389776697e-05
coniacian,4,11,0.25,1.4913373635595783e-05,3.541439622635828e-05
drink,4,6,0.16666666666666666,8.1345674375977e-06,3.540213637060599e-05
travel,3,6,0.0,8.1345674375977e-06,3.5395052064255484e-05
grand,3,6,0.0,8.1345674375977e-06,3.539319836056296e-05
dill,3,6,0.0,8.1345674375977e-06,3.53872489718777e-05
ulug,2,6,0.3333333333333333,8.1345674375977e-06,3.5368473355001325e-05
otter,2,4,0.0,5.4230449583984666e-06,3.536178338273886e-05
snap,3,6,0.0,8.1345674375977e-06,3.5349923699615274e-05
aftermath,4,7,0.10714285714285714,9.490328677197316e-06,3.533610371810965e-05
military,3,6,0.0,8.1345674375977e-06,3.533333064692998e-05
acacia,3,6,0.0,8.1345674375977e-06,3.5324955706668104e-05
seacoast,2,4,0.0,5.4230449583984666e-06,3.532261311735709e-05
extremely,3,6,0.0,8.1345674375977e-06,3.531985727910323e-05
interrelationship,3,5,0.13333333333333333,6.778806197998083e-06,3.531584250732424e-05
egr,2,4,0.0,5.4230449583984666e-06,3.530371364399499e-05
cucumis,3,6,0.0,8.1345674375977e-06,3.530206303733823e-05
inhibits,3,6,0.0,8.1345674375977e-06,3.530150705055951e-05
difficulty,7,9,0.15873015873015872,1.220185115639655e-05,3.5290701995098386e-05
dhaka,3,8,0.3333333333333333,1.0846089916796933e-05,3.528262782414028e-05
shungite,2,4,0.0,5.4230449583984666e-06,3.527374391386207e-05
echo,5,10,0.2,1.3557612395996166e-05,3.527132233749194e-05
promoting,3,6,0.0,8.1345674375977e-06,3.527130515978662e-05
replacer,3,6,0.0,8.1345674375977e-06,3.526389880164694e-05
masld,3,6,0.0,8.1345674375977e-06,3.525830990058659e-05
brand,3,6,0.0,8.1345674375977e-06,3.5258228741158325e-05
inclination,4,7,0.10714285714285714,9.490328677197316e-06,3.525312194855553e-05
resuspension,4,9,0.08333333333333333,1.220185115639655e-05,3.5244441824302665e-05
toba,3,6,0.0,8.1345674375977e-06,3.5243932667170296e-05
shiraz,3,6,0.0,8.1345674375977e-06,3.524174785044568e-05
edward,4,7,0.10714285714285714,9.490328677197316e-06,3.5237405816784496e-05
answer,4,6,0.16666666666666666,8.1345674375977e-06,3.523682395928256e-05
gara,3,6,0.0,8.1345674375977e-06,3.523419050529122e-05
ferula,2,6,0.3333333333333333,8.1345674375977e-06,3.522194598665843e-05
standardized,7,10,0.17142857142857143,1.3557612395996166e-05,3.5215810089155046e-05
prevent,3,6,0.0,8.1345674375977e-06,3.5209368334976094e-05
dimensionality,5,7,0.17142857142857143,9.490328677197316e-06,3.520837671121885e-05
resultant,4,7,0.10714285714285714,9.490328677197316e-06,3.520036780774103e-05
allgemeine,2,4,0.0,5.4230449583984666e-06,3.5195791661588875e-05
break,5,8,0.15,1.0846089916796933e-05,3.519376791056054e-05
orogeny,12,17,0.5245098039215684,2.304794107319348e-05,3.517578462528344e-05
petrophysics,3,5,0.13333333333333333,6.778806197998083e-06,3.516590304815768e-05
outstanding,4,6,0.16666666666666666,8.1345674375977e-06,3.516385678462536e-05
culturable,3,6,0.0,8.1345674375977e-06,3.51609895210556e-05
planococcus,3,6,0.0,8.1345674375977e-06,3.515559995333073e-05
pyrochlore,2,11,2.227272727272727,1.4913373635595783e-05,3.5154769743868074e-05
millennial,5,9,0.08888888888888889,1.220185115639655e-05,3.515167147727514e-05
depressurized,2,4,0.0,5.4230449583984666e-06,3.51387435447861e-05
fennel,3,6,0.0,8.1345674375977e-06,3.513030114064972e-05
entrepreneurship,2,4,0.0,5.4230449583984666e-06,3.51205478819467e-05
contributor,8,10,0.15,1.3557612395996166e-05,3.509943359972724e-05
alder,3,6,0.0,8.1345674375977e-06,3.5096592593689726e-05
ephemeral,4,7,0.10714285714285714,9.490328677197316e-06,3.5083982400433954e-05
tenebrio,3,6,0.0,8.1345674375977e-06,3.507838091347999e-05
outcrops,3,6,0.0,8.1345674375977e-06,3.507827884901512e-05
eggs,3,6,0.0,8.1345674375977e-06,3.5073379467201586e-05
grating,2,4,0.0,5.4230449583984666e-06,3.50731635050735e-05
sensitivities,2,4,0.0,5.4230449583984666e-06,3.507276896470188e-05
shive,2,6,0.3333333333333333,8.1345674375977e-06,3.5059768037025096e-05
wqi,7,11,0.15584415584415584,1.4913373635595783e-05,3.5059620311418955e-05
gg,2,4,0.0,5.4230449583984666e-06,3.505931528875915e-05
pmo,3,6,0.0,8.1345674375977e-06,3.5047332639621236e-05
investigate,3,5,0.13333333333333333,6.778806197998083e-06,3.50326966293781e-05
tagging,3,6,0.0,8.1345674375977e-06,3.503097475881144e-05
helicoverpa,3,6,0.0,8.1345674375977e-06,3.5028779732906515e-05
dha,4,7,0.10714285714285714,9.490328677197316e-06,3.502839503578017e-05
chemically,3,6,0.0,8.1345674375977e-06,3.5027829719017866e-05
tl,4,8,0.75,1.0846089916796933e-05,3.502774154575341e-05
schelling,2,4,0.0,5.4230449583984666e-06,3.501455370874434e-05
allometric,3,5,0.13333333333333333,6.778806197998083e-06,3.5012716784765924e-05
insufficient,9,11,0.14141414141414138,1.4913373635595783e-05,3.5011968498989896e-05
scarce,12,15,0.2833333333333333,2.0336418593994248e-05,3.500602136686994e-05
traceable,2,4,0.0,5.4230449583984666e-06,3.500333636330025e-05
neumann,2,4,0.0,5.4230449583984666e-06,3.50005308173728e-05
tonkin,2,4,0.0,5.4230449583984666e-06,3.499018720058868e-05
municipality,5,8,0.15,1.0846089916796933e-05,3.4988281443579425e-05
peach,3,6,0.0,8.1345674375977e-06,3.4984199149185155e-05
ethylenediaminetetraacetic,3,6,0.0,8.1345674375977e-06,3.4981049616557725e-05
worth,4,6,0.16666666666666666,8.1345674375977e-06,3.497504868906641e-05
spheric,2,4,0.0,5.4230449583984666e-06,3.49671158345709e-05
orebody,3,6,0.0,8.1345674375977e-06,3.49566546052777e-05
bays,3,6,0.0,8.1345674375977e-06,3.495660714682709e-05
osl,3,6,0.0,8.1345674375977e-06,3.4951109835211074e-05
hypercrosslinked,3,6,0.0,8.1345674375977e-06,3.4938040158799134e-05
nation,5,8,0.15,1.0846089916796933e-05,3.493609227738234e-05
cc,2,3,0.16666666666666666,4.06728371879885e-06,3.493099629172536e-05
underestimation,6,8,0.16666666666666669,1.0846089916796933e-05,3.4923160073723744e-05
amenability,2,4,0.0,5.4230449583984666e-06,3.492252274152554e-05
converting,3,6,0.0,8.1345674375977e-06,3.4911047639350464e-05
quail,3,7,0.09523809523809523,9.490328677197316e-06,3.489811967001004e-05
modality,4,7,0.10714285714285714,9.490328677197316e-06,3.488706413085291e-05
paleoceanographic,3,7,0.09523809523809523,9.490328677197316e-06,3.488340214066408e-05
aster,6,15,0.36666666666666664,2.0336418593994248e-05,3.487559720077909e-05
radioecology,2,4,0.0,5.4230449583984666e-06,3.4866585946965645e-05
uremic,3,6,0.0,8.1345674375977e-06,3.4866053889686544e-05
guava,3,6,0.0,8.1345674375977e-06,3.485898854013832e-05
parental,6,11,0.6212121212121213,1.4913373635595783e-05,3.48569910947375e-05
simplex,3,6,0.0,8.1345674375977e-06,3.483101064676607e-05
pressed,3,6,0.0,8.1345674375977e-06,3.482447159274953e-05
adaption,3,6,0.0,8.1345674375977e-06,3.482330611839337e-05
geoarchaeological,3,6,0.0,8.1345674375977e-06,3.482078837300589e-05
profit,4,6,0.16666666666666666,8.1345674375977e-06,3.481660023571601e-05
tale,3,5,0.13333333333333333,6.778806197998083e-06,3.48159012667356e-05
tunguska,3,6,0.0,8.1345674375977e-06,3.481239016719445e-05
baoshan,4,7,0.10714285714285714,9.490328677197316e-06,3.4811483820592e-05
musca,3,6,0.0,8.1345674375977e-06,3.4810749711351574e-05
polysulfide,3,8,0.3333333333333333,1.0846089916796933e-05,3.4806766854297475e-05
refrigerator,2,4,0.0,5.4230449583984666e-06,3.478307283277366e-05
nucleosides,3,6,0.0,8.1345674375977e-06,3.478285086298422e-05
stromatolite,3,6,0.0,8.1345674375977e-06,3.4782468872203047e-05
perturbations,2,4,0.0,5.4230449583984666e-06,3.47778014743952e-05
steatotic,3,6,0.0,8.1345674375977e-06,3.477090872550017e-05
hoggar,3,6,0.0,8.1345674375977e-06,3.4758525535990676e-05
hurricane,3,8,0.3333333333333333,1.0846089916796933e-05,3.4741114381664335e-05
relaxometry,3,6,0.0,8.1345674375977e-06,3.473971515999774e-05
coevolution,3,7,0.09523809523809523,9.490328677197316e-06,3.473854763566158e-05
pmf,3,6,0.0,8.1345674375977e-06,3.4731830603810086e-05
positronium,2,4,0.0,5.4230449583984666e-06,3.47314995596866e-05
convention,2,6,0.3333333333333333,8.1345674375977e-06,3.473049721545689e-05
freight,2,4,0.0,5.4230449583984666e-06,3.472649479888388e-05
pulverized,2,4,0.0,5.4230449583984666e-06,3.4714827137670876e-05
call,2,4,0.0,5.4230449583984666e-06,3.4712180293914336e-05
combating,3,5,0.13333333333333333,6.778806197998083e-06,3.470978627772267e-05
forager,2,4,0.0,5.4230449583984666e-06,3.470939290929186e-05
ayurvedic,3,6,0.0,8.1345674375977e-06,3.4707822748798796e-05
distorted,2,4,0.0,5.4230449583984666e-06,3.470448404369541e-05
frolov,3,6,0.0,8.1345674375977e-06,3.470383095139479e-05
epicuticular,3,6,0.0,8.1345674375977e-06,3.4701468457297414e-05
invariance,2,4,0.0,5.4230449583984666e-06,3.469010316111809e-05
raoyang,3,6,0.0,8.1345674375977e-06,3.4687872801677464e-05
entangled,2,4,0.0,5.4230449583984666e-06,3.468530665355091e-05
ten,4,7,0.10714285714285714,9.490328677197316e-06,3.468373145372224e-05
erythrocyte,3,5,0.13333333333333333,6.778806197998083e-06,3.467205206719887e-05
taif,3,6,0.0,8.1345674375977e-06,3.467072454998703e-05
nk,3,6,0.0,8.1345674375977e-06,3.467072454998703e-05
jsc,3,6,0.0,8.1345674375977e-06,3.467072454998703e-05
instantaneous,4,8,0.25,1.0846089916796933e-05,3.4668456638185354e-05
vera,3,6,0.0,8.1345674375977e-06,3.4634783651353574e-05
cryoconite,2,4,0.0,5.4230449583984666e-06,3.4632609478831536e-05
blow,3,6,0.0,8.1345674375977e-06,3.4628138884409596e-05
plasticizers,2,4,0.0,5.4230449583984666e-06,3.461537093523325e-05
marpol,2,4,0.0,5.4230449583984666e-06,3.4607792841390375e-05
seabird,3,5,0.13333333333333333,6.778806197998083e-06,3.4604489736492044e-05
endocannabinoids,2,4,0.0,5.4230449583984666e-06,3.460384061879905e-05
hcn,3,6,0.0,8.1345674375977e-06,3.460341903546364e-05
olein,3,6,0.0,8.1345674375977e-06,3.459785280865825e-05
spi,5,8,0.15,1.0846089916796933e-05,3.459679407898925e-05
foot,4,8,0.25,1.0846089916796933e-05,3.458896511645036e-05
cooked,2,4,0.0,5.4230449583984666e-06,3.4577087013299226e-05
schur,3,5,0.13333333333333333,6.778806197998083e-06,3.45764779627159e-05
modis,5,9,0.3111111111111111,1.220185115639655e-05,3.456516988686339e-05
nanoconfinement,2,4,0.0,5.4230449583984666e-06,3.4541718493985174e-05
chestnut,3,6,0.0,8.1345674375977e-06,3.454151599744384e-05
abdominal,3,6,0.0,8.1345674375977e-06,3.453589552773242e-05
monoterpene,3,6,0.0,8.1345674375977e-06,3.452660733055186e-05
adaptable,4,6,0.16666666666666666,8.1345674375977e-06,3.4525785847197454e-05
controllability,2,4,0.0,5.4230449583984666e-06,3.451761920401245e-05
revised,4,8,0.25,1.0846089916796933e-05,3.4511241168108564e-05
brachiopod,4,7,0.39285714285714285,9.490328677197316e-06,3.4508479036472215e-05
banach,3,6,0.0,8.1345674375977e-06,3.449487267865026e-05
quad,3,7,0.09523809523809523,9.490328677197316e-06,3.449180376679291e-05
interatomic,2,6,0.3333333333333333,8.1345674375977e-06,3.447902261903044e-05
wooden,3,6,0.0,8.1345674375977e-06,3.447803902488416e-05
citrullus,3,6,0.0,8.1345674375977e-06,3.4472961070947554e-05
eggplant,3,6,0.0,8.1345674375977e-06,3.447278915612137e-05
upconversion,2,4,0.0,5.4230449583984666e-06,3.446949000628374e-05
savory,3,6,0.0,8.1345674375977e-06,3.446411850459332e-05
arzew,2,4,0.0,5.4230449583984666e-06,3.4461285614453814e-05
decorated,3,6,0.0,8.1345674375977e-06,3.445469810950412e-05
quotient,4,6,0.16666666666666666,8.1345674375977e-06,3.4442191159915445e-05
raricostatum,2,12,0.6666666666666666,1.62691348751954e-05,3.44371893173527e-05
wse,2,4,0.0,5.4230449583984666e-06,3.442609737519511e-05
meaningful,7,9,0.15873015873015872,1.220185115639655e-05,3.4420397782986155e-05
hippocampal,3,6,0.0,8.1345674375977e-06,3.442025513620296e-05
boards,3,6,0.0,8.1345674375977e-06,3.441455674766849e-05
experimentelle,3,6,0.0,8.1345674375977e-06,3.440429436340728e-05
tell,4,7,0.10714285714285714,9.490328677197316e-06,3.440190682622979e-05
injecting,2,4,0.0,5.4230449583984666e-06,3.4396047047608065e-05
apulia,2,4,0.0,5.4230449583984666e-06,3.438665274831034e-05
esterase,3,6,0.0,8.1345674375977e-06,3.4383567641382384e-05
cactaceae,2,4,0.0,5.4230449583984666e-06,3.438354163229444e-05
potwar,3,6,0.0,8.1345674375977e-06,3.437465309161437e-05
biodistribution,3,6,0.0,8.1345674375977e-06,3.434886866842607e-05
crane,3,6,0.0,8.1345674375977e-06,3.4348743013704305e-05
annotated,3,6,0.0,8.1345674375977e-06,3.434533144436189e-05
thiourea,2,6,0.3333333333333333,8.1345674375977e-06,3.434203720491243e-05
supernatant,3,6,0.0,8.1345674375977e-06,3.4338051542014826e-05
piperine,3,6,0.0,8.1345674375977e-06,3.4335256885478515e-05
polyoxometalate,2,4,0.0,5.4230449583984666e-06,3.4329790872086864e-05
paris,4,7,0.10714285714285714,9.490328677197316e-06,3.43250328149407e-05
oxido,3,6,0.0,8.1345674375977e-06,3.4317443209624034e-05
storability,3,6,0.0,8.1345674375977e-06,3.4316308636942394e-05
specialization,4,6,0.16666666666666666,8.1345674375977e-06,3.4309680690166504e-05
substrates,2,6,0.3333333333333333,8.1345674375977e-06,3.4307939961151945e-05
thraustochytrid,2,4,0.0,5.4230449583984666e-06,3.430749553591769e-05
photoinduced,3,5,0.13333333333333333,6.778806197998083e-06,3.4302939469763036e-05
kbar,9,15,0.39999999999999997,2.0336418593994248e-05,3.4300962023218296e-05
academia,3,5,0.13333333333333333,6.778806197998083e-06,3.429606629909199e-05
belayim,2,6,0.3333333333333333,8.1345674375977e-06,3.4294210550448015e-05
noodle,2,3,0.16666666666666666,4.06728371879885e-06,3.4287375589136885e-05
flowering,3,5,0.13333333333333333,6.778806197998083e-06,3.425367075515242e-05
finger,3,6,0.0,8.1345674375977e-06,3.425272376153538e-05
cotinine,2,6,0.3333333333333333,8.1345674375977e-06,3.425156342801988e-05
lisbon,4,8,0.25,1.0846089916796933e-05,3.425018474930174e-05
kenaf,3,6,0.0,8.1345674375977e-06,3.4244808804625074e-05
absorptive,3,6,0.0,8.1345674375977e-06,3.423945072545594e-05
sennan,3,6,0.0,8.1345674375977e-06,3.4233447630783266e-05
sugars,3,6,0.0,8.1345674375977e-06,3.423037160621248e-05
spm,3,6,0.0,8.1345674375977e-06,3.4229805350158835e-05
psychology,2,4,0.0,5.4230449583984666e-06,3.422767188282953e-05
etomidate,3,6,0.0,8.1345674375977e-06,3.422699752724926e-05
geranium,3,6,0.0,8.1345674375977e-06,3.420967718416391e-05
cancers,2,4,0.0,5.4230449583984666e-06,3.419870417868581e-05
fatal,3,6,0.0,8.1345674375977e-06,3.419785966710372e-05
jackson,2,4,0.0,5.4230449583984666e-06,3.417231133885525e-05
fluorocarbon,2,4,0.0,5.4230449583984666e-06,3.417122845575255e-05
marble,6,8,0.16666666666666669,1.0846089916796933e-05,3.415774844183083e-05
nettle,3,6,0.0,8.1345674375977e-06,3.415625398619041e-05
germplasm,3,6,0.0,8.1345674375977e-06,3.414685293695946e-05
chilean,2,4,0.0,5.4230449583984666e-06,3.4143894609841625e-05
stalagmite,4,10,1.7,1.3557612395996166e-05,3.414007291749118e-05
nine,3,6,0.0,8.1345674375977e-06,3.413947795867279e-05
hatay,2,4,0.0,5.4230449583984666e-06,3.4139374236692545e-05
hilly,6,9,0.16666666666666666,1.220185115639655e-05,3.4136565856899084e-05
depleted,3,6,0.0,8.1345674375977e-06,3.413155732256547e-05
infarct,2,6,0.3333333333333333,8.1345674375977e-06,3.412624332348071e-05
haar,2,4,0.0,5.4230449583984666e-06,3.410615205256458e-05
annulus,2,4,0.0,5.4230449583984666e-06,3.4096006021636274e-05
cemetery,3,6,0.0,8.1345674375977e-06,3.4086863230647735e-05
bioactivitie,3,6,0.0,8.1345674375977e-06,3.407966145285169e-05
ht,4,7,0.10714285714285714,9.490328677197316e-06,3.407902646317675e-05
liao,3,6,0.0,8.1345674375977e-06,3.406372959236187e-05
indexing,3,6,0.0,8.1345674375977e-06,3.4052021392619235e-05
owl,3,6,0.0,8.1345674375977e-06,3.4045601491091686e-05
terpane,4,8,0.75,1.0846089916796933e-05,3.404194812540201e-05
tyrannosaurus,2,4,0.0,5.4230449583984666e-06,3.403395108391845e-05
sfg,2,4,0.0,5.4230449583984666e-06,3.403134774610361e-05
propargyl,3,6,0.0,8.1345674375977e-06,3.402359981837649e-05
bokaro,3,6,0.0,8.1345674375977e-06,3.402224816659041e-05
exacerbate,3,6,0.0,8.1345674375977e-06,3.401834997260315e-05
leizhou,3,7,0.09523809523809523,9.490328677197316e-06,3.401514414335159e-05
heisenberg,2,4,0.0,5.4230449583984666e-06,3.4011753630798226e-05
meiofauna,2,4,0.0,5.4230449583984666e-06,3.400994362023453e-05
button,3,6,0.0,8.1345674375977e-06,3.400524314925048e-05
enterprises,2,4,0.0,5.4230449583984666e-06,3.400494348098385e-05
fa,3,6,0.0,8.1345674375977e-06,3.39851030409575e-05
neuroblastoma,3,6,0.0,8.1345674375977e-06,3.398425836280379e-05
decomposed,3,5,0.13333333333333333,6.778806197998083e-06,3.396922926691438e-05
spell,2,4,0.0,5.4230449583984666e-06,3.395858486159149e-05
sapphire,4,9,0.5277777777777778,1.220185115639655e-05,3.395275828706799e-05
ndvi,11,18,1.3636363636363633,2.44037023127931e-05,3.3946014735768944e-05
nitric,4,6,0.16666666666666666,8.1345674375977e-06,3.394558354395467e-05
tiny,4,6,0.16666666666666666,8.1345674375977e-06,3.3931287680053835e-05
democratic,3,6,0.0,8.1345674375977e-06,3.391685395911335e-05
cisplatin,3,6,0.0,8.1345674375977e-06,3.3913545018539596e-05
subspecie,3,5,0.13333333333333333,6.778806197998083e-06,3.3910751163139426e-05
unseen,3,6,0.0,8.1345674375977e-06,3.3896677826467686e-05
capturing,3,5,0.13333333333333333,6.778806197998083e-06,3.3893922421730045e-05
hour,5,8,0.15,1.0846089916796933e-05,3.3875347148508694e-05
english,2,4,0.0,5.4230449583984666e-06,3.3851723710934915e-05
teleost,3,6,0.0,8.1345674375977e-06,3.384953382999056e-05
baking,2,4,0.0,5.4230449583984666e-06,3.3848007150826675e-05
annelida,3,6,0.0,8.1345674375977e-06,3.384746444009157e-05
siboglinidae,3,6,0.0,8.1345674375977e-06,3.384746444009157e-05
cysteine,3,6,0.0,8.1345674375977e-06,3.3844695999132734e-05
ocps,3,6,0.0,8.1345674375977e-06,3.384130646101349e-05
tournaisian,4,6,0.16666666666666666,8.1345674375977e-06,3.383748753951955e-05
nanocatalytic,2,4,0.0,5.4230449583984666e-06,3.38269499591777e-05
avalanches,2,4,0.0,5.4230449583984666e-06,3.381989687195643e-05
monovalent,3,5,0.13333333333333333,6.778806197998083e-06,3.380222606060202e-05
analyte,3,5,0.13333333333333333,6.778806197998083e-06,3.378849702581821e-05
yarn,2,4,0.0,5.4230449583984666e-06,3.378577774864094e-05
macerals,2,3,0.16666666666666666,4.06728371879885e-06,3.377513002126563e-05
huolinhe,2,4,0.0,5.4230449583984666e-06,3.377208227001205e-05
cucurbita,3,6,0.0,8.1345674375977e-06,3.374973663334157e-05
spindle,2,4,0.0,5.4230449583984666e-06,3.374952191411172e-05
plantations,3,6,0.0,8.1345674375977e-06,3.374232835098086e-05
niosomes,3,5,0.13333333333333333,6.778806197998083e-06,3.373706083921801e-05
chemostratigraphic,3,6,0.0,8.1345674375977e-06,3.37359213962537e-05
wt,12,19,0.3640350877192983,2.5759463552392714e-05,3.3724684706064285e-05
cosine,3,10,0.26666666666666666,1.3557612395996166e-05,3.371806819713744e-05
histone,3,6,0.0,8.1345674375977e-06,3.37034004316939e-05
thrombocyte,2,4,0.0,5.4230449583984666e-06,3.3700939156018496e-05
terrains,2,4,0.0,5.4230449583984666e-06,3.369265522819658e-05
coturnix,3,10,0.26666666666666666,1.3557612395996166e-05,3.3690308292347296e-05
buckwheat,3,6,0.0,8.1345674375977e-06,3.368734640580617e-05
maikop,2,4,0.0,5.4230449583984666e-06,3.368614533539541e-05
checklist,3,9,0.6666666666666666,1.220185115639655e-05,3.367564749056552e-05
lavage,3,6,0.0,8.1345674375977e-06,3.3673838379241885e-05
akt,3,6,0.0,8.1345674375977e-06,3.366684072854531e-05
morphodynamic,5,8,0.15,1.0846089916796933e-05,3.36623735161924e-05
rnn,3,5,0.13333333333333333,6.778806197998083e-06,3.3659076056781117e-05
weed,3,6,0.0,8.1345674375977e-06,3.3645725569484195e-05
peony,3,6,0.0,8.1345674375977e-06,3.363810179179036e-05
instance,6,8,0.16666666666666669,1.0846089916796933e-05,3.363208393092418e-05
plastome,2,4,0.0,5.4230449583984666e-06,3.362158213352748e-05
january,2,4,0.0,5.4230449583984666e-06,3.362051280533115e-05
nanomedicine,2,4,0.0,5.4230449583984666e-06,3.360119552759262e-05
src,2,4,0.0,5.4230449583984666e-06,3.3598326861037395e-05
remediating,2,4,0.0,5.4230449583984666e-06,3.358836842683307e-05
apium,3,6,0.0,8.1345674375977e-06,3.3581036126124284e-05
mysterious,2,4,0.0,5.4230449583984666e-06,3.35742427890262e-05
